message,location
Climate change is the biggest threat facing the planet at the moment. Please stop insuring fossil fuel projects and put long-term sustainability above short term profits.,"[51, -1]"
"Lloyd’s of London is making billions while insuring the worst fossil fuels projects -- adding more fuel to the fire.    As the world’s media focus on climate during the COP26, we have a golden opportunity to actually do something about the worsening global situation    What a shame that Lloyds continue to disappoint with their selfish greedy actions.","[52, 1]"
"Stop insuring fossil fuel projects if you want to save us all from bushfires in Australia , floods in Bangladesh and high winds which have broken down fences in our area in UK  PLEASE","[56, -3]"
Climate change is an existential threat to us humans and the Earth. This is no hyperbole. Do not support further fossil fuel extraction PLEASE. Stop your unforgivable action. Just stop already. ,"[3, 102]"
Future generations need the planet,"[52, 5]"
"When considering the insuring of companies with projects to extract fossil fuels, consider too the cost to the environment, to communities and to biodiversity ... such projects can inflict immense and lasting damage to natural habitats, The Great Barrier Reef of Australia, for example.     By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is not only opening up some of the greatest untouched fossil fuel reserves on the planet, it is also wrecking the lands of vulnerable Indigenous communities. Without insurance, these reckless schemes can't happen -- fossil fuels stay in the ground and a better future for the most vulnerable communities, you and me, is possible.    Yours faithfully, Robert Peacock","[52, 0]"
The exploitation and burning of fossil fuels has created an existential crisis for life of this planet. Please do not insure the disastrous Carmichael mine in Australia.  Ultimately this is a bad deal and business decision for all parties.,"[-34, 151]"
"In 2019 bushfires broke out on three occasions within five 5km of where we live. One might say fortunately only one house was destroyed, and during the fire period the wind was blowing away from us. However, it was distruptive; roads were closed and traffic rerouted;  a trying time. Two of our children and their families live in the New South Wales Blue Mountains. The threat from the 2020 fires in Australia was particularly stressful to them, and to us wondering whether the fires would swoop across the valley towards their homes.   We want to see action to diminish these threats.","[-27, 153]"
Surely all right minded people have some thought for their children and grandchildren and would not want their world to descend into chaos and disaster.  Take appropriate action now to halt climate change.,"[51, -3]"
Please don't make it worse,"[46, 5]"
Stop financing areas that are destroying our planets future.,"[53, -4]"
"Such a huge organisation you are, you seem to have no ethical conscience, shame on you.","[51, 0]"
"Please STOP insuring insuring fossil fuel companies as soon as you can!   If we have any chance of survival we need big companies like you to make bold and heroic decisions, and stop supporting damaging industries.  Yours,  John Parsons","[52, 0]"
"Good Day    Please can you stop your company from insuring the Carmichael coal mine in Queensland, Australia?  You may have heard about the devastating bush fires we had during last summer and the number of people and animals that died or were displaced during this time.  The fires are worsened by global warming and fossil fuels are directly responsible for increasing global warming.    Without insurance coal mines such as the Carmichael mine cannot exist.  So, you see that it is really important that your company does not provide insurance for the coal mine.    Thank you for your consideration.    Regards  Felicity","[-38, 145]"
